point_id,latitude,longitude,orders_per_day,price_per_sqft,traffic_index,norm_demand,norm_price,norm_traffic,suitability_score
p639,13.037671,77.642368,1266,9936,0.8418,0.2507,0.7970,0.1665,0.4250
p640,13.037675,77.603566,1758,14862,0.98,0.3594,0.5621,0.0000,0.3585
p641,13.03838,77.674703,1188,8159,0.1911,0.2334,0.8817,0.9505,0.6037
p642,13.03914,77.578535,1620,10679,0.8955,0.3289,0.7616,0.1018,0.4349
p643,13.039397,77.62828,1446,10691,0.98,0.2905,0.7610,0.0000,0.3971
p644,13.039601,77.570437,1326,10103,0.8923,0.2639,0.7890,0.1057,0.4161
p645,13.039702,77.512718,390,6898,0.7589,0.0570,0.9418,0.2664,0.4086
p646,13.039761,77.547735,726,8397,0.7931,0.1313,0.8704,0.2252,0.4088
p647,13.039859,77.651271,1134,8742,0.5957,0.2215,0.8539,0.4630,0.4911
p648,13.039912,77.531127,522,7956,0.6823,0.0862,0.8914,0.3587,0.4225
p649,13.039973,77.52267,450,6911,0.6696,0.0703,0.9412,0.3740,0.4359
p650,13.040527,77.509184,366,7491,0.7734,0.0517,0.9136,0.2489,0.3928
p651,13.040923,77.586684,1770,12289,0.9754,0.3621,0.6848,0.0055,0.4037
p652,13.041102,77.483718,222,10931,0.899,0.0199,0.7496,0.0976,0.2908
p653,13.044137,77.49846,288,10749,0.7909,0.0345,0.7582,0.2278,0.3265
p654,13.04436,77.658382,1008,8568,0.3478,0.1936,0.8622,0.7617,0.5412
p655,13.044407,77.622543,1440,11422,0.98,0.2891,0.7262,0.0000,0.3843
p656,13.044549,77.532801,474,8311,0.5186,0.0756,0.8745,0.5559,0.4513
p657,13.044933,77.516319,366,7399,0.5573,0.0517,0.9179,0.5093,0.4464
p658,13.044964,77.655085,978,8872,0.4085,0.1870,0.8477,0.6886,0.5186
p659,13.045304,77.612922,1542,11407,0.98,0.3117,0.7269,0.0000,0.3947
p660,13.045958,77.50648,312,9076,0.6476,0.0398,0.8380,0.4005,0.3913
p661,13.046113,77.676768,984,8667,0.1634,0.1883,0.8575,0.9839,0.5816
p662,13.046141,77.578697,1392,9919,0.6665,0.2785,0.7978,0.3777,0.4801
p663,13.046309,77.564085,912,9507,0.6764,0.1724,0.8174,0.3658,0.4369
p664,13.046986,77.554738,672,8708,0.5747,0.1194,0.8555,0.4883,0.4508
p665,13.047072,77.574187,1176,9849,0.6226,0.2308,0.8011,0.4306,0.4704
p666,13.047112,77.646226,942,9965,0.5329,0.1790,0.7956,0.5387,0.4668
p667,13.047221,77.628124,1296,11222,0.9025,0.2573,0.7357,0.0934,0.3919
p668,13.047323,77.63609,1128,10909,0.7097,0.2202,0.7506,0.3257,0.4269
p669,13.047392,77.520787,366,7689,0.4331,0.0517,0.9041,0.6589,0.4715
p670,13.047647,77.548858,564,8404,0.486,0.0955,0.8700,0.5952,0.4665
p671,13.047708,77.682578,942,8766,0.1537,0.1790,0.8528,0.9955,0.5782
p672,13.048412,77.595433,1644,11330,0.781,0.3342,0.7305,0.2398,0.4540
p673,13.048429,77.604152,1614,11866,0.8819,0.3276,0.7050,0.1182,0.4178
p674,13.048483,77.538113,444,8427,0.404,0.0690,0.8689,0.6940,0.4740
p675,13.04858,77.588216,1590,9677,0.6723,0.3223,0.8093,0.3707,0.5024
p676,13.048581,77.670239,900,8804,0.1808,0.1698,0.8510,0.9629,0.5668
p677,13.052154,77.564655,756,9405,0.4488,0.1379,0.8223,0.6400,0.4779
p678,13.052826,77.552872,528,8637,0.3549,0.0875,0.8589,0.7531,0.4906
p679,13.053084,77.612053,1422,11181,0.7687,0.2851,0.7376,0.2546,0.4374
p680,13.05408,77.626418,1140,11374,0.7013,0.2228,0.7284,0.3358,0.4224
p681,13.054235,77.506028,270,9580,0.4093,0.0305,0.8140,0.6876,0.4361
p682,13.054246,77.533407,360,8424,0.2691,0.0504,0.8691,0.8565,0.4982
p683,13.054301,77.497569,240,10653,0.5025,0.0239,0.7628,0.5753,0.3928
p684,13.054651,77.597438,1488,10869,0.5141,0.2997,0.7525,0.5613,0.5105
p685,13.054758,77.521132,306,8273,0.2711,0.0385,0.8763,0.8541,0.4948
p686,13.054825,77.571141,834,9454,0.3644,0.1552,0.8200,0.7417,0.5052
p687,13.055156,77.515721,288,8452,0.3018,0.0345,0.8677,0.8171,0.4827
p688,13.055162,77.659846,630,9586,0.2134,0.1101,0.8137,0.9236,0.5190
p689,13.055195,77.619817,1236,11263,0.7392,0.2440,0.7337,0.2901,0.4246
p690,13.055492,77.603479,1464,11224,0.5475,0.2944,0.7356,0.5211,0.4942
p691,13.055493,77.636742,918,11300,0.4486,0.1737,0.7320,0.6402,0.4624
p692,13.055707,77.587223,1242,9030,0.3884,0.2454,0.8402,0.7128,0.5470
p693,13.056828,77.53714,354,8399,0.2325,0.0491,0.8703,0.9006,0.5068
p694,13.056866,77.642907,774,10918,0.3335,0.1419,0.7502,0.7789,0.4822
p695,13.05768,77.577245,906,9382,0.3005,0.1711,0.8234,0.8187,0.5289
p696,13.057721,77.548164,408,8321,0.2354,0.0610,0.8740,0.8971,0.5128
p697,13.060644,77.593788,1212,11507,0.303,0.2387,0.7221,0.8157,0.5233
p698,13.060916,77.529758,288,8326,0.1905,0.0345,0.8738,0.9512,0.5116
p699,13.061115,77.660026,498,9912,0.1776,0.0809,0.7981,0.9667,0.5091
p700,13.061361,77.637629,774,11196,0.3026,0.1419,0.7369,0.8161,0.4850
p701,13.061646,77.572638,696,9392,0.2283,0.1247,0.8229,0.9057,0.5253
p702,13.062122,77.645207,636,10748,0.2323,0.1114,0.7583,0.9008,0.4957
p703,13.062661,77.62898,930,11335,0.3727,0.1764,0.7303,0.7317,0.4813
p704,13.062698,77.565145,564,8839,0.21,0.0955,0.8493,0.9277,0.5258
p705,13.062914,77.581297,828,9402,0.2241,0.1538,0.8225,0.9107,0.5392
p706,13.062977,77.614799,1230,10681,0.4049,0.2427,0.7615,0.6929,0.5143
p707,13.06352,77.553322,396,7302,0.1853,0.0584,0.9226,0.9575,0.5407
p708,13.063705,77.505491,216,9445,0.2348,0.0186,0.8204,0.8978,0.4751
p709,13.064449,77.650323,540,10429,0.1892,0.0902,0.7735,0.9528,0.5019
p710,13.064533,77.618614,1122,11076,0.3748,0.2188,0.7426,0.7292,0.5042
p711,13.064993,77.52164,234,8468,0.1742,0.0225,0.8670,0.9708,0.5078
p712,13.065029,77.536346,282,7851,0.169,0.0332,0.8964,0.9771,0.5241
p713,13.065053,77.586809,876,9976,0.2106,0.1645,0.7951,0.9270,0.5377
p714,13.06546,77.601939,1200,11616,0.2604,0.2361,0.7169,0.8670,0.5305
p715,13.068786,77.517286,210,8625,0.1666,0.0172,0.8595,0.9800,0.5046
p716,13.069183,77.617685,1104,9536,0.2682,0.2149,0.8161,0.8576,0.5538
p717,13.06936,77.503999,186,9364,0.1889,0.0119,0.8243,0.9531,0.4845
p718,13.069509,77.497371,174,9731,0.2084,0.0093,0.8068,0.9296,0.4725
p719,13.069701,77.579413,636,9484,0.1709,0.1114,0.8185,0.9748,0.5316
p720,13.070151,77.633806,732,10837,0.212,0.1326,0.7540,0.9253,0.5087
p721,13.070686,77.606187,1068,11496,0.211,0.2069,0.7226,0.9265,0.5313
p722,13.071475,77.566049,456,7696,0.1598,0.0716,0.9038,0.9882,0.5462
p723,13.071987,77.557567,360,6308,0.1564,0.0504,0.9700,0.9923,0.5606
p724,13.071988,77.524802,210,8198,0.1547,0.0172,0.8799,0.9943,0.5146
p725,13.07228,77.536945,240,7173,0.1539,0.0239,0.9287,0.9953,0.5349
p726,13.07263,77.610999,1044,10858,0.2067,0.2016,0.7530,0.9317,0.5406
p727,13.072671,77.627535,840,10483,0.2097,0.1565,0.7709,0.9281,0.5259
p728,13.073121,77.545102,270,6425,0.1533,0.0305,0.9644,0.9960,0.5505
p729,13.073345,77.572609,510,8956,0.1578,0.0836,0.8437,0.9906,0.5310
p730,13.073573,77.588487,696,10532,0.1633,0.1247,0.7686,0.9840,0.5219
p731,13.076608,77.626035,870,10239,0.1818,0.1631,0.7826,0.9617,0.5396
p732,13.076683,77.621732,960,9977,0.1843,0.1830,0.7950,0.9587,0.5524
p733,13.076821,77.506471,162,9040,0.1581,0.0066,0.8397,0.9902,0.4949
p734,13.076846,77.556053,324,6208,0.1518,0.0424,0.9747,0.9978,0.5598
p735,13.077366,77.520288,180,8366,0.1521,0.0106,0.8718,0.9975,0.5094
p736,13.07746,77.572746,462,8598,0.153,0.0729,0.8608,0.9964,0.5334
p737,13.07811,77.595992,708,11010,0.1585,0.1273,0.7458,0.9898,0.5163
p738,13.078964,77.64541,444,10101,0.1544,0.0690,0.7891,0.9947,0.5062
p739,13.079727,77.579539,498,9125,0.1522,0.0809,0.8357,0.9973,0.5284
p740,13.079941,77.546402,252,6308,0.1505,0.0265,0.9700,0.9994,0.5513
p741,13.080311,77.541348,228,6580,0.1505,0.0212,0.9570,0.9994,0.5444
p742,13.080941,77.637249,612,10164,0.1569,0.1061,0.7861,0.9917,0.5212
p743,13.081095,77.603613,726,10829,0.1575,0.1313,0.7544,0.9910,0.5213
p744,13.082011,77.609375,768,10618,0.1589,0.1406,0.7645,0.9893,0.5287
p745,13.084491,77.610501,714,10426,0.1555,0.1286,0.7736,0.9934,0.5273
p746,13.08497,77.53186,186,7473,0.1501,0.0119,0.9144,0.9999,0.5254
p747,13.085008,77.627417,804,10304,0.1554,0.1485,0.7795,0.9935,0.5384
p748,13.085131,77.620271,786,10418,0.156,0.1446,0.7740,0.9928,0.5345
p749,13.085486,77.587699,510,8955,0.1508,0.0836,0.8438,0.9990,0.5327
p750,13.085708,77.645933,426,10051,0.1509,0.0650,0.7915,0.9989,0.5061
p751,13.086801,77.573984,396,8010,0.1503,0.0584,0.8888,0.9996,0.5373
p752,13.087927,77.576978,414,7918,0.1502,0.0623,0.8932,0.9998,0.5406
p753,13.088093,77.563531,330,7121,0.1501,0.0438,0.9312,0.9999,0.5456
p754,13.088391,77.553634,264,6523,0.1501,0.0292,0.9597,0.9999,0.5490
p755,13.088781,77.636525,630,10079,0.1512,0.1101,0.7902,0.9986,0.5258
p756,13.088902,77.603037,558,10249,0.1512,0.0942,0.7821,0.9986,0.5158
p757,13.089043,77.548745,240,6599,0.15,0.0239,0.9561,1.0000,0.5454
p758,13.089494,77.538625,198,7103,0.15,0.0146,0.9321,1.0000,0.5328
p759,13.089853,77.596521,522,9472,0.1505,0.0862,0.8191,0.9994,0.5254
p760,13.093529,77.566066,330,7671,0.15,0.0438,0.9050,1.0000,0.5364
p761,13.093964,77.611021,516,10063,0.1505,0.0849,0.7909,0.9994,0.5149
p762,13.095818,77.633494,612,10093,0.1502,0.1061,0.7895,0.9998,0.5240
p763,13.095851,77.622322,546,10131,0.1504,0.0915,0.7877,0.9995,0.5168
p764,13.09592,77.62621,576,10136,0.1503,0.0981,0.7875,0.9996,0.5197
p765,13.097311,77.594548,456,8499,0.1501,0.0716,0.8655,0.9999,0.5351
p766,13.098123,77.641792,534,10055,0.1501,0.0889,0.7913,0.9999,0.5169
p767,13.09821,77.588219,432,7810,0.15,0.0663,0.8984,1.0000,0.5443
p768,13.101024,77.603022,438,8618,0.15,0.0676,0.8598,1.0000,0.5314
p769,13.101361,77.62129,444,9885,0.1501,0.0690,0.7994,0.9999,0.5108
p770,13.102665,77.586381,396,7719,0.15,0.0584,0.9027,1.0000,0.5422
p771,13.103422,77.612151,402,9292,0.15,0.0597,0.8277,1.0000,0.5166
p772,13.104511,77.628386,420,9920,0.15,0.0637,0.7978,1.0000,0.5079
p773,13.104522,77.594536,402,8492,0.15,0.0597,0.8658,1.0000,0.5299
p774,13.104889,77.578043,354,7582,0.15,0.0491,0.9092,1.0000,0.5403
p775,13.10599,77.563854,276,7924,0.15,0.0318,0.8929,1.0000,0.5268
p776,13.108962,77.570462,294,7863,0.15,0.0358,0.8958,1.0000,0.5297
p777,13.109811,77.563754,264,8013,0.15,0.0292,0.8887,1.0000,0.5242
p778,13.110475,77.598184,366,8532,0.15,0.0517,0.8639,1.0000,0.5257
p779,13.110643,77.637465,372,9837,0.15,0.0531,0.8017,1.0000,0.5045
p780,13.110715,77.578879,330,7847,0.15,0.0438,0.8966,1.0000,0.5335
p781,13.111059,77.603897,366,8675,0.15,0.0517,0.8571,1.0000,0.5233
p782,13.111826,77.585787,342,8113,0.15,0.0464,0.8839,1.0000,0.5303
p783,13.112952,77.630897,306,9669,0.15,0.0385,0.8097,1.0000,0.5007
p784,13.117017,77.633479,276,9541,0.15,0.0318,0.8158,1.0000,0.4999
p785,13.117104,77.61385,312,9018,0.15,0.0398,0.8408,1.0000,0.5122
p786,13.117641,77.59402,336,8484,0.15,0.0451,0.8662,1.0000,0.5235
p787,13.11903,77.604205,318,8705,0.15,0.0411,0.8557,1.0000,0.5180
p788,13.119187,77.57385,276,8123,0.15,0.0318,0.8834,1.0000,0.5235
p789,13.119215,77.579916,294,8174,0.15,0.0358,0.8810,1.0000,0.5245
p790,13.120036,77.627993,264,9242,0.15,0.0292,0.8301,1.0000,0.5037
p791,13.120892,77.589147,312,8378,0.15,0.0398,0.8713,1.0000,0.5229
p792,13.121597,77.618988,276,8918,0.15,0.0318,0.8455,1.0000,0.5103
p793,13.125398,77.597608,294,8463,0.15,0.0358,0.8672,1.0000,0.5196
p794,13.125611,77.587476,288,8293,0.15,0.0345,0.8753,1.0000,0.5219
p795,13.126732,77.611221,270,8425,0.15,0.0305,0.8690,1.0000,0.5179
p796,13.127945,77.571682,246,7942,0.15,0.0252,0.8921,1.0000,0.5236
p797,13.12809,77.581053,270,8083,0.15,0.0305,0.8853,1.0000,0.5236
p798,13.130201,77.603784,270,8188,0.15,0.0305,0.8803,1.0000,0.5218
p799,13.133836,77.572987,228,7687,0.15,0.0212,0.9042,1.0000,0.5260
p800,13.137061,77.579924,228,7667,0.15,0.0212,0.9052,1.0000,0.5264
