point_id,latitude,longitude,traffic_index,corridor_field,hotspot_bonus,nearest_hotspot,nearest_hotspot_km
p675,13.04858,77.588216,0.6723,0.5829,0.0851,Hebbal Junction,1.704
p676,13.048581,77.670239,0.1808,0.041,0.0,KR Puram,5.274
p677,13.052154,77.564655,0.4488,0.2792,0.0895,BEL Circle,1.052
p678,13.052826,77.552872,0.3549,0.1994,0.0554,BEL Circle,1.47
p679,13.053084,77.612053,0.7687,0.6772,0.1108,Veerannapalya Junction,1.288
p680,13.05408,77.626418,0.7013,0.6434,0.0687,Veerannapalya Junction,1.528
p681,13.054235,77.506028,0.4093,0.3457,0.0,Gokaldas Images Junction,4.593
p682,13.054246,77.533407,0.2691,0.1576,0.0009,BEL Circle,3.342
p683,13.054301,77.497569,0.5025,0.4701,0.0,Gokaldas Images Junction,5.173
p684,13.054651,77.597438,0.5141,0.4216,0.0478,Hebbal Junction,2.085
p685,13.054758,77.521132,0.2711,0.1614,0.0001,Gokaldas Images Junction,3.962
p686,13.054825,77.571141,0.3644,0.2322,0.0403,BEL Circle,1.641
p687,13.055156,77.515721,0.3018,0.2023,0.0,Gokaldas Images Junction,4.185
p688,13.055162,77.659846,0.2134,0.0845,0.0,Veerannapalya Junction,4.734
p689,13.055195,77.619817,0.7392,0.6675,0.0886,Veerannapalya Junction,1.363
p690,13.055492,77.603479,0.5475,0.4633,0.0501,Veerannapalya Junction,2.095
p691,13.055493,77.636742,0.4486,0.3838,0.0107,Veerannapalya Junction,2.458
p692,13.055707,77.587223,0.3884,0.2921,0.0193,Hebbal Junction,2.443
p693,13.056828,77.53714,0.2325,0.1081,0.0015,BEL Circle,3.1
p694,13.056866,77.642907,0.3335,0.2423,0.0018,Veerannapalya Junction,3.107
p695,13.05768,77.577245,0.3005,0.1845,0.0122,BEL Circle,2.317
p696,13.057721,77.548164,0.2354,0.0957,0.0136,BEL Circle,2.214
p697,13.060644,77.593788,0.303,0.1925,0.0087,Hebbal Junction,2.769
p698,13.060916,77.529758,0.1905,0.0539,0.0001,BEL Circle,4.02
p699,13.061115,77.660026,0.1776,0.0367,0.0,Veerannapalya Junction,4.98
p700,13.061361,77.637629,0.3026,0.1995,0.0029,Veerannapalya Junction,2.942
p701,13.061646,77.572638,0.2283,0.0919,0.0094,BEL Circle,2.363
p702,13.062122,77.645207,0.2323,0.1093,0.0003,Veerannapalya Junction,3.631
p703,13.062661,77.62898,0.3727,0.2833,0.0102,Veerannapalya Junction,2.479
p704,13.062698,77.565145,0.21,0.0623,0.0133,BEL Circle,2.205
p705,13.062914,77.581297,0.2241,0.0956,0.0024,BEL Circle,3.038
p706,13.062977,77.614799,0.4049,0.315,0.0187,Veerannapalya Junction,2.236
p707,13.06352,77.553322,0.1853,0.0372,0.0074,BEL Circle,2.457
p708,13.063705,77.505491,0.2348,0.113,0.0,Gokaldas Images Junction,5.516
p709,13.064449,77.650323,0.1892,0.0522,0.0,Veerannapalya Junction,4.233
p710,13.064533,77.618614,0.3748,0.2823,0.013,Veerannapalya Junction,2.382
p711,13.064993,77.52164,0.1742,0.0322,0.0,BEL Circle,5.008
p712,13.065029,77.536346,0.169,0.0251,0.0002,BEL Circle,3.698
p713,13.065053,77.586809,0.2106,0.0791,0.0013,Hebbal Junction,3.418
p714,13.06546,77.601939,0.2604,0.1424,0.0036,Veerannapalya Junction,3.034
p715,13.068786,77.517286,0.1666,0.0222,0.0,Gokaldas Images Junction,5.568
p716,13.069183,77.617685,0.2682,0.1531,0.0034,Veerannapalya Junction,2.895
p717,13.06936,77.503999,0.1889,0.0519,0.0,Gokaldas Images Junction,6.144
p718,13.069509,77.497371,0.2084,0.0779,0.0,Gokaldas Images Junction,6.519
p719,13.069701,77.579413,0.1709,0.0273,0.0004,BEL Circle,3.505
p720,13.070151,77.633806,0.212,0.082,0.0006,Veerannapalya Junction,3.457
p721,13.070686,77.606187,0.211,0.0799,0.001,Veerannapalya Junction,3.319
p722,13.071475,77.566049,0.1598,0.0117,0.001,BEL Circle,3.179
p723,13.071987,77.557567,0.1564,0.0075,0.0008,BEL Circle,3.241
p724,13.071988,77.524802,0.1547,0.0063,0.0,BEL Circle,5.153
p725,13.07228,77.536945,0.1539,0.0051,0.0,BEL Circle,4.227
p726,13.07263,77.610999,0.2067,0.0745,0.0008,Veerannapalya Junction,3.363
p727,13.072671,77.627535,0.2097,0.0788,0.0006,Veerannapalya Junction,3.44
p728,13.073121,77.545102,0.1533,0.0043,0.0001,BEL Circle,3.802
p729,13.073345,77.572609,0.1578,0.01,0.0003,BEL Circle,3.547
p730,13.073573,77.588487,0.1633,0.0177,0.0,Hebbal Junction,4.278
p731,13.076608,77.626035,0.1818,0.0423,0.0002,Veerannapalya Junction,3.817
p732,13.076683,77.621732,0.1843,0.0455,0.0002,Veerannapalya Junction,3.746
p733,13.076821,77.506471,0.1581,0.0108,0.0,Gokaldas Images Junction,6.782
p734,13.076846,77.556053,0.1518,0.0022,0.0001,BEL Circle,3.798
p735,13.077366,77.520288,0.1521,0.0028,0.0,BEL Circle,5.909
p736,13.07746,77.572746,0.153,0.0039,0.0001,BEL Circle,3.985
p737,13.07811,77.595992,0.1585,0.0113,0.0,Veerannapalya Junction,4.558
p738,13.078964,77.64541,0.1544,0.0059,0.0,Veerannapalya Junction,4.965
p739,13.079727,77.579539,0.1522,0.003,0.0,BEL Circle,4.485
p740,13.079941,77.546402,0.1505,0.0007,0.0,BEL Circle,4.421
p741,13.080311,77.541348,0.1505,0.0006,0.0,BEL Circle,4.695
p742,13.080941,77.637249,0.1569,0.0092,0.0,Veerannapalya Junction,4.686
p743,13.081095,77.603613,0.1575,0.01,0.0,Veerannapalya Junction,4.492
p744,13.082011,77.609375,0.1589,0.0119,0.0,Veerannapalya Junction,4.414
p745,13.084491,77.610501,0.1555,0.0073,0.0,Veerannapalya Junction,4.659
p746,13.08497,77.53186,0.1501,0.0002,0.0,BEL Circle,5.677
p747,13.085008,77.627417,0.1554,0.0072,0.0,Veerannapalya Junction,4.756
p748,13.085131,77.620271,0.156,0.008,0.0,Veerannapalya Junction,4.665
p749,13.085486,77.587699,0.1508,0.0011,0.0,BEL Circle,5.463
p750,13.085708,77.645933,0.1509,0.0012,0.0,Veerannapalya Junction,5.611
p751,13.086801,77.573984,0.1503,0.0003,0.0,BEL Circle,5.015
p752,13.087927,77.576978,0.1502,0.0003,0.0,BEL Circle,5.227
p753,13.088093,77.563531,0.1501,0.0001,0.0,BEL Circle,4.989
p754,13.088391,77.553634,0.1501,0.0001,0.0,BEL Circle,5.1
p755,13.088781,77.636525,0.1512,0.0016,0.0,Veerannapalya Junction,5.446
p756,13.088902,77.603037,0.1512,0.0016,0.0,Veerannapalya Junction,5.329
p757,13.089043,77.548745,0.15,0.0,0.0,BEL Circle,5.29
p758,13.089494,77.538625,0.15,0.0,0.0,BEL Circle,5.732
p759,13.089853,77.596521,0.1505,0.0007,0.0,Veerannapalya Junction,5.681
p760,13.093529,77.566066,0.15,0.0,0.0,BEL Circle,5.605
p761,13.093964,77.611021,0.1505,0.0007,0.0,Veerannapalya Junction,5.686
p762,13.095818,77.633494,0.1502,0.0003,0.0,Veerannapalya Junction,6.077
p763,13.095851,77.622322,0.1504,0.0005,0.0,Veerannapalya Junction,5.863
p764,13.09592,77.62621,0.1503,0.0004,0.0,Veerannapalya Junction,5.919
p765,13.097311,77.594548,0.1501,0.0001,0.0,Veerannapalya Junction,6.522
p766,13.098123,77.641792,0.1501,0.0001,0.0,Veerannapalya Junction,6.619
p767,13.09821,77.588219,0.15,0.0,0.0,BEL Circle,6.735
p768,13.101024,77.603022,0.15,0.0001,0.0,Veerannapalya Junction,6.618
p769,13.101361,77.62129,0.1501,0.0001,0.0,Veerannapalya Junction,6.463
p770,13.102665,77.586381,0.15,0.0,0.0,BEL Circle,7.108
p771,13.103422,77.612151,0.15,0.0,0.0,Veerannapalya Junction,6.711
p772,13.104511,77.628386,0.15,0.0,0.0,Veerannapalya Junction,6.894
p773,13.104522,77.594536,0.15,0.0,0.0,Veerannapalya Junction,7.263
p774,13.104889,77.578043,0.15,0.0,0.0,BEL Circle,7.061
p775,13.10599,77.563854,0.15,0.0,0.0,BEL Circle,6.968
p776,13.108962,77.570462,0.15,0.0,0.0,BEL Circle,7.351
p777,13.109811,77.563754,0.15,0.0,0.0,BEL Circle,7.39
p778,13.110475,77.598184,0.15,0.0,0.0,Veerannapalya Junction,7.764
p779,13.110643,77.637465,0.15,0.0,0.0,Veerannapalya Junction,7.772
p780,13.110715,77.578879,0.15,0.0,0.0,BEL Circle,7.708
p781,13.111059,77.603897,0.15,0.0,0.0,Veerannapalya Junction,7.679
p782,13.111826,77.585787,0.15,0.0,0.0,BEL Circle,8.036
p783,13.112952,77.630897,0.15,0.0,0.0,Veerannapalya Junction,7.86
p784,13.117017,77.633479,0.15,0.0,0.0,Veerannapalya Junction,8.355
p785,13.117104,77.61385,0.15,0.0,0.0,Veerannapalya Junction,8.206
p786,13.117641,77.59402,0.15,0.0,0.0,Veerannapalya Junction,8.654
p787,13.11903,77.604205,0.15,0.0,0.0,Veerannapalya Junction,8.539
p788,13.119187,77.57385,0.15,0.0,0.0,BEL Circle,8.522
p789,13.119215,77.579916,0.15,0.0,0.0,BEL Circle,8.649
p790,13.120036,77.627993,0.15,0.0,0.0,Veerannapalya Junction,8.587
p791,13.120892,77.589147,0.15,0.0,0.0,BEL Circle,9.102
p792,13.121597,77.618988,0.15,0.0,0.0,Veerannapalya Junction,8.691
p793,13.125398,77.597608,0.15,0.0,0.0,Veerannapalya Junction,9.376
p794,13.125611,77.587476,0.15,0.0,0.0,BEL Circle,9.544
p795,13.126732,77.611221,0.15,0.0,0.0,Veerannapalya Junction,9.288
p796,13.127945,77.571682,0.15,0.0,0.0,BEL Circle,9.451
p797,13.12809,77.581053,0.15,0.0,0.0,BEL Circle,9.633
p798,13.130201,77.603784,0.15,0.0,0.0,Veerannapalya Junction,9.765
p799,13.133836,77.572987,0.15,0.0,0.0,BEL Circle,10.115
p800,13.137061,77.579924,0.15,0.0,0.0,BEL Circle,10.581
